phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2467941,in-call,1072,31.4140649138,34.3980626745
050-7032740,out-call,2554,31.4224145964,34.3754983399
050-8346335,in-call,25,31.4767756537,34.4352317864
050-3659358,out-call,2627,31.4329222956,34.3870922262
050-4195886,out-call,70,31.4636368038,34.4208827373
050-6463200,in-call,58,31.4126625149,34.3637120755
050-6156568,out-call,3416,31.4518612869,34.4311824036
050-5687587,out-call,26,31.4469437083,34.394191048
050-2655518,out-call,1621,31.4068844811,34.3739115889
050-7402765,in-call,637,31.4511476532,34.4118807366
050-2173916,in-call,2089,31.4271292456,34.3751441267
050-7011140,out-call,47,31.4451872998,34.397395527
050-8433733,in-call,96,31.4196123158,34.3952096837
050-6932238,out-call,1093,31.4077301561,34.3708458507
050-3981456,out-call,107,31.4227045758,34.375408112
