phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3405188,out-call,43,31.4232698948,34.4015416209
050-7065766,in-call,2672,31.455268402,34.3959240507
050-7473445,in-call,1221,31.4341108177,34.3946943063
050-8571397,out-call,79,31.4585978791,34.424705774
050-2356636,out-call,1780,31.4321260791,34.4122634857
050-9046775,in-call,1470,31.4388658182,34.4056395028
050-9828307,in-call,2115,31.3929701303,34.3283874433
050-7467503,out-call,54,31.4151210245,34.3776554078
050-7496857,out-call,112,31.4369184749,34.3752994112
050-7176037,out-call,344,31.4453458663,34.4072517863
050-9847326,out-call,44,31.4241705006,34.385947926
050-4698317,out-call,1500,31.4525052435,34.4141220784
050-8670687,out-call,44,31.4264677633,34.3925896625
