phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8540233,in-call,105,31.4632560269,34.4213073842
050-6939832,in-call,2482,31.4096664034,34.3819898435
050-9223923,in-call,3573,31.4487992918,34.4019854851
050-5369109,in-call,3004,31.4397810987,34.4022680146
050-6938656,in-call,924,31.4442499112,34.3960556632
050-1506965,out-call,430,31.4279205804,34.3770562865
050-7672853,in-call,23,31.4641020934,34.4117577092
050-1544668,out-call,91,31.4641538911,34.4402310764
050-9651144,out-call,545,31.4477883455,34.4040755107
050-9173047,out-call,2142,31.4347681536,34.4143665979
050-2042296,in-call,34,31.4276037023,34.3827436367
050-9842531,out-call,100,31.4658484496,34.4179080189
050-8922938,in-call,27,31.4496930896,34.4085988323
050-4892421,in-call,2851,31.4650437329,34.4324394564
