phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8112337,out-call,95,31.4496686782,34.4092149523
050-2822743,in-call,66,31.4492694443,34.4034381694
050-1558324,in-call,55,31.4375265166,34.4011492753
050-3673308,in-call,21,31.501754775,34.4570106307
050-8046352,in-call,2836,31.4385560448,34.3883994159
050-8272190,out-call,47,31.4318627428,34.3907332934
050-9125831,out-call,75,31.449986004,34.4152590834
050-5844884,in-call,15,31.4564626733,34.4183462711
050-9773625,in-call,271,31.4127474322,34.3669585712
050-5818068,out-call,34,31.4345762816,34.3963010684
050-7134042,out-call,49,31.448965967,34.404897539
050-6022909,in-call,48,31.4495873933,34.4198673593
050-1781781,out-call,111,31.4606333504,34.4251761573
