phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8593054,out-call,3236,33.8872285702,35.515217448
050-3800105,in-call,2496,33.8789134897,35.5076238663
050-2680175,in-call,2583,31.4305247059,34.3822801398
050-1813803,in-call,2471,33.8814397043,35.508543989
050-4783875,in-call,2254,31.4383911834,34.4189824934
050-1654762,in-call,10,31.4366501824,34.3975630654
050-5890858,in-call,2079,33.8854161129,35.5115254548
050-8757408,out-call,3313,31.4406134282,34.4044862853
050-3832462,in-call,91,31.4642337903,34.4274594567
050-7600289,out-call,3214,31.4552877161,34.4330277411
050-5280944,in-call,576,31.4185017447,34.3821341032
050-9750021,in-call,101,31.4432084733,34.3971354355
050-7610473,in-call,72,31.4570275842,34.4064342148
050-8815444,in-call,2639,31.4717358617,34.427360914
