phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8513523,in-call,2628,31.4369031722,34.3860355104
050-9014763,out-call,1301,31.4352974462,34.3956673172
050-9633873,in-call,89,31.4357181298,34.3918931667
050-1161964,in-call,302,31.4635264613,34.406065624
050-2387950,in-call,97,31.4255569968,34.3954853945
050-2426244,in-call,3002,31.4949172147,34.4471327974
050-1358219,out-call,52,31.471929331,34.4250709032
050-9048171,in-call,27,31.4549946717,34.4364782316
050-5084345,in-call,108,31.4408787507,34.4083288708
050-5141853,in-call,21,31.4569295567,34.427312063
050-5909613,out-call,87,31.4337255918,34.3943466495
050-7255193,out-call,2414,31.3817440139,34.3393232243
050-6361095,out-call,1648,31.4690201513,34.4099908409
