phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6945734,in-call,102,33.8904170155,35.5146879406
050-5346687,out-call,1417,33.8794927331,35.5087227586
050-5911904,out-call,36,33.8841257687,35.511946177
050-7910882,in-call,46,31.4385560448,34.3883994159
050-9579284,out-call,64,31.4536892756,34.410719817
050-1683384,out-call,1739,33.8830438696,35.5100086277
050-6608304,out-call,75,33.878340131,35.5064320712
050-3951364,out-call,542,31.4442626527,34.392014446
050-4004962,in-call,87,31.4242052178,34.3866450963
050-3966000,in-call,2006,31.4706821742,34.4282745479
