phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3304793,out-call,3516,31.4177238002,34.3775709963
050-9053625,out-call,1933,31.4388351688,34.3997978812
050-7155591,in-call,2440,31.4864975218,34.4424575046
050-1162132,out-call,225,31.4394955763,34.3995471873
050-2610665,out-call,3186,31.4512175602,34.4153456379
050-6373967,in-call,1615,31.4016915842,34.3678840632
050-9750866,out-call,69,31.4546086059,34.4105037703
050-8610491,out-call,1476,31.405588311,34.3548130307
050-4811851,in-call,1290,31.4390081632,34.389138059
050-9615281,in-call,90,31.4044659489,34.3522419898
050-4159035,in-call,813,31.4146024142,34.3719171475
050-8356112,out-call,71,31.4376077298,34.3965700118
050-3109184,in-call,1037,31.4383844718,34.4000458208
