phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2104190,in-call,2980,31.475953087,34.4400234902
050-6848439,in-call,66,31.4321162979,34.3965474907
050-5600728,in-call,1697,31.4743148085,34.4391978319
050-5467910,in-call,59,31.4142041512,34.3613479569
050-5354263,out-call,102,31.4315367294,34.3857989547
050-9417115,in-call,93,31.4145346368,34.3795973694
050-1402160,out-call,2876,31.4933076109,34.4297347277
050-2281286,in-call,63,31.4028953186,34.365851259
050-7468079,in-call,28,31.4354061198,34.4040168143
050-1844845,in-call,594,31.4187621272,34.3586306093
050-1945299,out-call,664,31.3862400507,34.3472718665
050-9675132,in-call,84,31.5035191395,34.4612968004
050-9929317,out-call,61,31.4373823804,34.4076994965
050-8545363,out-call,43,31.423475336,34.3757324245
