phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6229679,out-call,66,31.4343411187,34.3998402603
050-9064312,out-call,93,31.4237764127,34.3827574139
050-8402263,in-call,1088,31.4616573958,34.4304863281
050-1981902,in-call,2293,31.4335765475,34.40084551
050-4324930,out-call,2962,31.4634371764,34.412077909
050-8728053,in-call,115,31.4347681536,34.4143665979
050-7425895,in-call,37,31.4796427136,34.4438899784
050-2140038,out-call,3589,31.4463441141,34.401300452
050-2344317,out-call,2045,31.4676843365,34.4242558458
050-7036555,in-call,10,31.4410410992,34.3954613356
050-9410630,out-call,27,31.4593022727,34.4288090425
050-7025036,in-call,2146,31.4146884585,34.400540357
050-5243839,out-call,95,31.3964524417,34.3550698754
