phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1606869,in-call,52,31.4539869967,34.4140808909
050-4508253,in-call,10,31.5030228228,34.4438993048
050-3674314,in-call,91,31.4450029757,34.402491118
050-7302299,in-call,40,31.4145216839,34.3555687883
050-5953852,out-call,42,31.4220329165,34.3910102394
050-5123438,out-call,47,31.4464837143,34.4011677807
050-1440550,in-call,27,31.4699218742,34.4186524188
050-8223043,out-call,736,31.4464073149,34.387198532
050-6349718,in-call,19,31.4264965318,34.3924101161
050-6973402,out-call,37,31.4591040356,34.4166536947
050-1002870,in-call,19,31.4407680948,34.3983931637
050-1361760,out-call,40,31.445209395,34.4148172953
050-6528922,out-call,82,31.4439108924,34.3971159554
050-3739816,in-call,2090,31.4140418764,34.367672555
