phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8074822,out-call,408,31.4328667185,34.4082833473
050-1464916,out-call,83,31.4298145777,34.3920061192
050-8299383,in-call,114,31.4788417329,34.440704371
050-9909624,out-call,1603,31.4636770943,34.4309725566
050-2122558,in-call,102,31.4723118303,34.4348970092
050-8391277,out-call,93,31.4652046324,34.4551242007
050-9630863,in-call,270,31.4864361791,34.4313791778
050-4793803,out-call,3455,31.4491986116,34.4184698753
050-4153111,out-call,96,31.409556365,34.3719352051
050-9505434,in-call,518,31.4455113899,34.3906564864
050-1941340,out-call,488,31.4534716676,34.4182839789
050-5336048,in-call,32,31.4078844539,34.3866224791
050-4119950,out-call,2471,31.4352748699,34.3846228994
050-9519410,out-call,2196,31.4129147332,34.366881325
050-9614059,out-call,56,31.4200196105,34.3777129827
