phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1897082,out-call,78,33.8820824458,35.5073970535
050-7600192,in-call,2065,33.8891717599,35.5115892359
050-4081916,in-call,602,31.473757428,34.4397482808
050-8245302,out-call,2965,31.4152624575,34.3627934352
050-1143666,in-call,108,31.4284059375,34.387904059
050-5838157,in-call,94,31.4299022215,34.3788521786
050-2104287,out-call,727,31.4298552759,34.3811663403
050-1903486,in-call,10,31.4206976204,34.3885755086
050-5651809,in-call,73,33.8876409992,35.5118735946
050-6125821,in-call,51,33.8777064554,35.508961406
