phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8756424,in-call,3496,31.4073649786,34.3625659688
050-5157561,out-call,3359,31.473164906,34.416102766
050-5470513,in-call,614,31.5142128365,34.4768988373
050-1655948,out-call,54,31.4098592796,34.3758426452
050-9906750,in-call,873,31.4187879938,34.3743405784
050-3302437,in-call,443,31.4631943602,34.4249304045
050-2874043,in-call,11,31.4969543175,34.4634871125
050-6075745,in-call,86,31.4516480846,34.419265983
050-9055558,out-call,2467,31.3964597075,34.3471005754
050-6768094,in-call,684,31.4355648445,34.3998653663
050-4100912,out-call,111,31.4784436679,34.434424785
