phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7843460,in-call,27,31.4435481578,34.4024676779
050-5852874,out-call,1855,31.4513088811,34.3992472745
050-7300619,in-call,2347,31.4667827158,34.4216052223
050-4977310,in-call,67,31.4666892994,34.4281805184
050-4034876,in-call,119,33.8876077086,35.5107273778
050-2932720,in-call,1954,31.5039600878,34.4476528589
050-3170508,out-call,110,31.4546201978,34.4124947111
050-3671745,in-call,41,33.8870698135,35.5089841005
050-6499316,in-call,2933,31.4088651581,34.3735486701
050-5865992,out-call,2409,31.4501373131,34.4075339106
050-4752984,out-call,54,33.886668493,35.5079779536
