phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8234776,in-call,52,31.4347344354,34.3861882562
050-8589107,out-call,24,31.4210167422,34.36885828
050-9595340,out-call,95,31.4351536871,34.3936274235
050-9385449,in-call,2926,31.400785234,34.3652361802
050-1342020,out-call,3131,31.4492405585,34.4262247732
050-3840363,in-call,94,31.4038594294,34.3638002549
050-2990723,out-call,1792,31.4112431998,34.3736414699
050-3235997,in-call,94,31.4444202209,34.3968488528
050-4466971,out-call,466,31.4882549056,34.4313966319
050-8576232,out-call,23,31.4394387337,34.387740078
