phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7954835,out-call,104,31.3855480032,34.3498910919
050-5818926,out-call,1225,31.4546104904,34.4200117991
050-3522554,out-call,2813,31.4398950493,34.4052144998
050-6262452,in-call,915,31.4158465005,34.3645049707
050-4343079,out-call,105,31.4623927335,34.4293034218
050-8782237,in-call,50,31.4340107086,34.3879141019
050-7843432,out-call,29,31.43609573,34.3922199763
050-7408954,in-call,56,31.4012480996,34.3674617045
050-5902816,in-call,610,31.4501603144,34.4195319989
050-9516340,out-call,879,31.4633332686,34.4233685252
050-7252066,out-call,25,31.461876618,34.4219040382
050-5229706,in-call,2812,31.4013297036,34.3542558512
050-3829748,in-call,12,31.4152639358,34.3835245735
050-4450243,in-call,34,31.4780516658,34.4352911593
050-9716978,in-call,740,31.4077301561,34.3708458507
