phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5927964,in-call,793,31.3728020044,34.3506215956
050-7088121,out-call,290,31.4712066362,34.4386165414
050-2170752,out-call,514,31.4472765898,34.4149834809
050-8235548,in-call,1327,33.8864538866,35.5116137809
050-8214544,out-call,55,33.8806854758,35.5128257331
050-9892336,out-call,53,31.4665697473,34.4383830502
050-5803876,out-call,23,33.8864264117,35.5071976326
050-2557355,in-call,118,31.4590389997,34.4178971145
050-6038987,in-call,109,33.8848322702,35.5085153438
050-6813752,out-call,2165,33.8773550954,35.5054173803
050-4932337,out-call,3250,33.8871154539,35.5098989711
