phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3175451,out-call,74,31.4407680948,34.3983931637
050-8329020,in-call,2416,31.4605951286,34.422614471
050-2431907,in-call,2984,31.4276042876,34.3770869688
050-9113381,out-call,759,31.4107344631,34.3777250888
050-9141231,in-call,733,31.4337494101,34.3939106171
050-3295168,out-call,60,31.45848704,34.4111640366
050-8695900,out-call,42,31.5039600878,34.4476528589
050-6356806,out-call,57,31.4864165771,34.4558105118
050-7644707,out-call,3126,31.4513088811,34.3992472745
050-1661120,in-call,566,31.4425575391,34.4035336889
050-1450104,out-call,2363,31.4337983902,34.4076154342
050-2368154,in-call,26,31.4698777833,34.4285647305
