phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4796925,in-call,82,31.3995268559,34.3603726535
050-5999769,in-call,3390,31.4169949004,34.3639813498
050-4437539,out-call,86,31.4391334445,34.3958793547
050-6038282,in-call,66,31.4262956195,34.3806911878
050-9261445,out-call,92,31.4512989935,34.416649679
050-2076051,in-call,107,31.414347935,34.3752397301
050-4167999,in-call,3171,31.4088148333,34.3613396016
050-4405931,in-call,81,31.4175944478,34.3783719055
050-4801411,in-call,1770,31.4538183161,34.4024447098
050-1659988,out-call,63,31.4372809689,34.3896767547
