phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2517669,in-call,734,31.4456222519,34.4250659403
050-2745206,out-call,28,31.4670291345,34.4422974561
050-1419164,out-call,100,31.4465983138,34.4123408168
050-6015193,in-call,11,31.4884570722,34.4479550728
050-7714990,in-call,3585,31.4256829965,34.3754292235
050-5100199,out-call,33,31.4634334092,34.4462382644
050-1034032,out-call,118,31.4123761165,34.3808573066
050-2753663,out-call,2542,31.4060012279,34.369494019
050-1499297,in-call,47,31.4689376998,34.4284141721
050-5112962,in-call,1255,31.4364448555,34.4030005481
050-6089761,out-call,1470,31.4361215362,34.3953086223
050-3156257,out-call,100,31.4898264027,34.4416154237
