phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4664196,in-call,2110,33.8799975049,35.5110120501
050-5217391,out-call,109,31.4316618871,34.398966294
050-7105964,out-call,99,33.8763437125,35.5008778595
050-3319893,in-call,85,31.4375540723,34.3883087928
050-6282977,out-call,93,31.4327467272,34.3998432803
050-2456506,out-call,1280,31.4614561335,34.4170365197
050-1638641,in-call,681,33.8831591989,35.5028414163
050-4952719,in-call,64,31.47835589,34.4304002639
050-8509149,out-call,80,33.8816621214,35.5029053392
050-1068775,in-call,2928,31.409300661,34.3927836292
050-8630901,out-call,38,31.3956174993,34.3596787932
050-3922630,in-call,57,31.4321544616,34.3892648544
050-1992348,in-call,77,33.8827497466,35.5109716812
050-6603029,out-call,1631,33.8794169262,35.5127199877
