phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6441751,in-call,3127,31.3988381799,34.3688358916
050-1983241,out-call,3249,31.4031420148,34.3644187385
050-1499045,out-call,107,31.4115672603,34.372469527
050-7969556,in-call,119,31.4531180041,34.4095824841
050-2638812,out-call,49,31.4530757281,34.4085422369
050-7681059,out-call,50,31.3881820733,34.3539920682
050-4643295,out-call,56,31.4238629396,34.3808372452
050-8802965,in-call,114,31.4351563593,34.3772811001
050-7512464,in-call,116,31.4268607641,34.3930708762
050-3398834,out-call,17,31.4256468626,34.4008256557
050-2583095,in-call,2175,31.4644949918,34.4184204879
050-6430070,out-call,116,31.4402617149,34.4034748045
050-6098805,in-call,95,31.4203527692,34.3782673167
