phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2911223,out-call,380,31.4361251665,34.3903548016
050-4207634,out-call,11,31.4177345194,34.3743932807
050-9100298,in-call,78,31.4968843987,34.4560394149
050-3578723,out-call,74,33.8802016877,35.5094096657
050-5844735,in-call,2155,33.883028248,35.5062203244
050-6214193,in-call,931,31.4531770942,34.3962586249
050-9012330,in-call,3054,31.4501603144,34.4195319989
050-4142434,out-call,73,33.8821437866,35.5132028182
050-6009113,out-call,1047,31.4265688589,34.378485471
050-8405344,out-call,1793,33.8827853111,35.5046185641
050-7182406,out-call,30,31.4230635906,34.3714468762
050-3116232,out-call,72,31.4107369289,34.3684967328
