phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4372095,in-call,98,31.432002107,34.4009144967
050-2657038,in-call,111,31.4420064849,34.3982386753
050-3425166,out-call,98,31.4307931458,34.3925449471
050-2864339,out-call,100,31.4705753584,34.4461125791
050-9368728,out-call,109,31.4762085788,34.4347101712
050-9340955,out-call,711,31.4358972803,34.3977099806
050-6944003,in-call,75,31.4276042876,34.3770869688
050-5164828,in-call,2896,31.4016768079,34.3581777346
050-1866365,in-call,69,31.4586867614,34.434022894
050-1806395,in-call,89,31.4385393495,34.4109286197
050-4256898,out-call,3205,31.3837593217,34.3292799243
050-6540572,in-call,2242,31.4102943406,34.3793863381
050-6343028,in-call,59,31.4328861356,34.3876112991
050-2995681,in-call,1701,31.4188766401,34.3726467657
