phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1173418,out-call,1184,31.4327777584,34.3899650845
050-7019297,out-call,41,31.4552095471,34.4198362373
050-2373411,out-call,1905,31.4359165336,34.3957817546
050-9932751,out-call,1705,31.4523144141,34.4175388235
050-8259977,in-call,54,31.4787852733,34.4389749907
050-3352006,in-call,2736,31.4355013547,34.4092187634
050-5066111,out-call,2606,31.4754423184,34.4489688497
050-4566882,in-call,93,31.4883080722,34.4410352273
050-1500587,in-call,137,31.4121901591,34.3732011628
050-1295955,out-call,62,31.4281026011,34.3867548436
050-1649721,out-call,3415,31.4541100456,34.4134023641
050-7718980,in-call,875,31.4250561911,34.3936015202
050-4814494,out-call,83,31.4466906245,34.3970798342
050-5262021,out-call,25,31.4748121872,34.433446673
