phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3556304,in-call,3460,31.4459446909,34.4200683898
050-6534589,out-call,66,31.4340344894,34.4032950172
050-1488766,in-call,2949,31.4402127712,34.3904441713
050-7385698,in-call,2232,31.4641538911,34.4402310764
050-6366555,in-call,77,31.4348198998,34.3873294385
050-2717826,in-call,13,31.4274287377,34.3976502464
050-3225089,in-call,3082,31.4019596528,34.3762882438
050-4944076,in-call,2628,31.4206413537,34.3691238633
050-6357460,out-call,77,31.4018197052,34.369622162
050-6330695,out-call,16,31.4626853055,34.4256274185
050-7734487,out-call,118,31.4118579745,34.382453256
050-2787515,out-call,1753,31.4314392841,34.4074470787
050-9444845,out-call,80,31.446681482,34.4121616782
050-1704639,out-call,263,31.4146566505,34.3976981481
