phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4124685,in-call,41,31.4343582474,34.3959995885
050-7540017,in-call,17,33.8789134897,35.5076238663
050-7464995,out-call,892,33.8814333727,35.5069386045
050-7578428,in-call,39,31.4470749806,34.4157583801
050-3530107,in-call,1782,31.4238349115,34.3708482529
050-7842955,out-call,1279,31.4124063416,34.3580280707
050-5591747,in-call,3321,33.8874092673,35.5123221469
050-9639945,out-call,672,31.4079925904,34.38098215
050-2501407,out-call,3166,33.8850090478,35.5142230735
050-5466627,out-call,938,33.8886306305,35.5186100141
050-3092383,in-call,112,31.4378376843,34.4016485375
050-1942037,in-call,97,33.8868043561,35.5090189082
050-7335214,out-call,710,33.8891285909,35.5171799461
050-8379569,out-call,105,31.4402167067,34.3944799492
