phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5208730,out-call,109,31.4505799665,34.4164888191
050-7249849,out-call,3518,31.4536705499,34.4240113301
050-7404595,out-call,29,31.4379683582,34.3983283798
050-4307163,in-call,36,31.4063699632,34.3602107949
050-2924675,out-call,2200,31.4894037992,34.4551643494
050-3449863,out-call,761,31.4294953349,34.4082844576
050-8107926,out-call,80,31.4127520665,34.3731639662
050-5562168,out-call,91,31.4442626527,34.392014446
050-5523713,out-call,81,31.4469690409,34.4133765123
050-9684873,in-call,2763,31.4556324923,34.437817234
050-4259639,out-call,108,31.4297911795,34.3848401515
050-4936371,in-call,17,31.4188102445,34.3632079763
050-9810305,in-call,98,31.4486211199,34.4065354643
050-1572544,in-call,810,31.4377851563,34.4010738371
