phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6069209,out-call,1214,31.3832159904,34.3480207633
050-9436559,in-call,88,31.4522324593,34.423157943
050-1153051,in-call,844,31.4072921729,34.3707631859
050-1849427,in-call,1503,31.4417967739,34.3845894467
050-3851071,in-call,44,31.4175246731,34.3814944181
050-3715127,out-call,3449,31.4203589017,34.376025013
050-1778222,out-call,2034,31.3814318088,34.3383235788
050-5596202,in-call,86,31.4818520588,34.4518384243
050-3064269,out-call,10,31.4818520588,34.4518384243
050-4815257,in-call,117,31.4400857365,34.4011700639
