phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5802186,out-call,816,31.431862044,34.3935332368
050-7232889,in-call,54,31.4507143097,34.4059109768
050-1086877,out-call,91,31.4651199162,34.4291910496
050-7010449,in-call,18,31.4338202194,34.3829088457
050-8291569,in-call,57,31.4108025383,34.3479603561
050-2769161,out-call,3400,31.4629674797,34.4147024394
050-1553708,out-call,3407,31.4926663386,34.4568997516
050-4903683,out-call,1490,31.474946417,34.4289388295
050-9646929,out-call,606,31.3962218525,34.3460277078
050-6347611,out-call,1911,31.4302898698,34.3859324419
050-6840176,in-call,2925,31.4091057394,34.3596927651
050-6822605,in-call,119,31.4310451971,34.3868103409
