phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1582221,in-call,30,31.404725713,34.3689851721
050-5559366,in-call,3267,31.4203589017,34.376025013
050-8595662,out-call,29,31.3786456769,34.3431572955
050-6772307,in-call,736,31.4281026011,34.3867548436
050-8790863,out-call,19,31.4552877161,34.4330277411
050-1008814,out-call,29,31.4563262278,34.4174908132
050-1139622,in-call,98,31.4305247059,34.3822801398
050-2526832,out-call,2750,31.4807398481,34.4609783576
050-9588811,in-call,227,31.4454973255,34.4208600056
050-9758887,out-call,1766,31.4293404322,34.3905415178
050-3502221,out-call,96,31.450208461,34.4038100147
