phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1681212,in-call,64,31.4263390802,34.3940762208
050-7205545,in-call,118,31.4337066543,34.3898289074
050-4060359,in-call,28,31.4292250624,34.3993286102
050-5217594,out-call,2374,31.4468964272,34.4122735892
050-1053808,in-call,78,31.4748121872,34.433446673
050-2461610,out-call,36,31.4092046762,34.3643518086
050-4049414,out-call,57,31.445346077,34.4130260701
050-6253066,in-call,17,31.4220785785,34.3798249596
050-4265205,out-call,21,31.4452320147,34.4050468912
050-5991899,out-call,1129,31.4454774368,34.3963293829
050-4007593,in-call,56,31.4179140842,34.3828974586
050-6571141,in-call,160,31.4237863923,34.3769308241
