phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8659737,out-call,52,31.4470796577,34.4082916136
050-6501518,in-call,2470,31.4348515436,34.4091695075
050-4200556,out-call,99,31.4587471367,34.4201127711
050-5172624,in-call,2084,31.416984464,34.3842522092
050-4912935,in-call,22,31.415848623,34.3664155406
050-3509092,in-call,53,31.4448666025,34.4012826162
050-3194353,in-call,91,31.4334621282,34.3924523428
050-1365200,in-call,1232,31.4599066813,34.3981917651
050-9625598,in-call,608,31.4615935025,34.4235889753
050-8181638,out-call,3489,31.4334621282,34.3924523428
050-3038646,out-call,55,31.5014413151,34.469846892
050-9835490,in-call,47,31.4148537947,34.3764658836
050-5431145,out-call,28,31.4594954621,34.4318962311
