phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-3759420,out-call,10,31.4360145583,34.3684417021
050-7178109,out-call,3360,31.4412939243,34.4020883983
050-4527426,out-call,666,31.4404930107,34.4011210055
050-1700025,in-call,2297,31.4283399758,34.376646984
050-1815353,out-call,58,31.394553714,34.351626202
050-9023218,out-call,1116,31.4410410992,34.3954613356
050-7245697,in-call,1289,31.4159823741,34.3654497257
050-6311911,out-call,2828,31.4147860099,34.3776687631
050-9250530,in-call,43,31.4392780346,34.3936713542
050-8929265,out-call,2200,31.4495922863,34.4015637579
050-6398961,out-call,939,31.4363204158,34.3945276022
050-9193581,in-call,277,31.4476319753,34.3874221107
050-5409508,in-call,1873,31.4607006909,34.3941334216
050-2455710,out-call,3225,31.4738306193,34.4406695015
