phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9979575,out-call,1473,31.4294207403,34.3950535508
050-3013426,in-call,102,31.4436792517,34.4059148516
050-7496690,in-call,754,31.4710162319,34.4519835925
050-1649966,out-call,548,31.4198655061,34.3777164952
050-9015197,out-call,3226,31.4511476532,34.4118807366
050-2006171,in-call,97,31.4664055643,34.428577225
050-5473085,out-call,278,31.443072873,34.4094196
050-7170248,in-call,1263,31.4933946118,34.4375896653
050-6907576,in-call,71,31.4212398072,34.3754877346
050-2703536,in-call,113,31.4402977962,34.4054824317
