phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1979875,in-call,43,31.4715459333,34.4434748745
050-2313270,in-call,812,31.4210610229,34.3762866597
050-2749851,out-call,83,31.4695150327,34.4148981933
050-4744023,out-call,45,31.4708337206,34.4475910324
050-5196474,in-call,25,31.4612716236,34.4210591924
050-8099291,out-call,2551,31.4042370588,34.3598981542
050-2856247,out-call,108,31.4766059317,34.4141449255
050-1468382,in-call,34,31.401633228,34.3531323186
050-9106293,in-call,1379,31.4306746324,34.3917597692
050-5356267,out-call,91,31.4455504106,34.4017204098
