phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5546246,out-call,2955,31.4278048917,34.3823142979
050-6244835,out-call,40,31.4399351674,34.4101152377
050-5275305,in-call,2652,31.4235502878,34.3929326651
050-7393693,out-call,68,31.4584013833,34.4287198187
050-3181652,out-call,2896,31.4357181298,34.3918931667
050-7517450,in-call,3580,31.4614561335,34.4170365197
050-7155797,in-call,68,31.4705753584,34.4461125791
050-6432983,out-call,54,31.4268916327,34.3839157918
050-4337794,in-call,1399,31.4864165771,34.4558105118
050-6409047,out-call,1639,31.4424582271,34.4263176192
050-3655782,in-call,93,31.3968579156,34.358066158
050-7472874,in-call,1463,31.4118579745,34.382453256
050-8173770,in-call,900,31.4565726052,34.4041440784
050-6185213,in-call,47,31.4458317659,34.4055930636
