phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7423723,in-call,666,31.4590286771,34.4281576225
050-7328333,in-call,419,31.4591040356,34.4166536947
050-5259837,out-call,44,31.4659977618,34.4303049243
050-6717316,out-call,18,31.4194245569,34.3719696774
050-2675608,out-call,3352,31.4363005604,34.4108679909
050-2602711,out-call,73,31.4432186571,34.4033248496
050-9642564,in-call,70,31.4357244066,34.385364043
050-9425444,out-call,99,31.4581857074,34.4113127111
050-9823965,in-call,2365,31.3976984124,34.3516839757
050-1031614,in-call,3054,31.4234119493,34.3763086962
050-9303579,out-call,25,31.4546104904,34.4200117991
050-6369545,in-call,21,31.511398456,34.4769352365
050-7144978,in-call,2097,31.4867827819,34.4369782785
050-5356575,out-call,1402,31.444635983,34.4024560477
050-5757204,in-call,118,31.4234791062,34.3846604101
