phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1417636,in-call,882,31.4679058118,34.4224714444
050-4054801,in-call,2564,31.4342266941,34.4174632639
050-6000413,out-call,93,31.4796247681,34.4342490607
050-6727714,in-call,55,31.4880455906,34.4636500049
050-1279503,out-call,389,31.4697646204,34.4256205494
050-3963787,out-call,85,31.4640536949,34.4394992701
050-9458157,in-call,3598,31.4024624349,34.367672935
050-9246970,in-call,54,31.4212290421,34.3871022912
050-9531370,out-call,1785,31.4611978126,34.4316549868
050-3056637,out-call,3179,31.4627027244,34.4417938054
050-9893389,out-call,119,31.4364028763,34.3871817528
050-9649892,in-call,2979,31.4341472587,34.4050689221
050-3822155,out-call,11,31.4448818427,34.4164142848
050-6540899,out-call,105,31.4196529367,34.3729093654
050-7716407,out-call,2045,31.4449952261,34.4015764512
