phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7377410,in-call,84,31.4630828985,34.4160711786
050-3186050,in-call,560,31.4190103561,34.3881545423
050-1558525,out-call,748,31.4774673014,34.4390659236
050-8056049,out-call,1091,31.4589715355,34.4083017185
050-5030468,in-call,3517,31.440518809,34.4033485483
050-5257961,in-call,107,31.4630848975,34.442072938
050-2612871,in-call,84,31.417098526,34.3699012744
050-5123310,in-call,2113,31.424301297,34.3721965012
050-6568365,out-call,1756,31.4847636637,34.4206123737
050-2476783,in-call,3508,31.4247128008,34.377930589
050-3251533,in-call,1210,31.441201017,34.3935887572
050-6403026,out-call,283,31.4617365382,34.4160914258
050-4907075,out-call,613,31.4501436653,34.403337847
050-6719949,out-call,628,31.3942298761,34.366059609
050-8721706,in-call,102,31.4349220453,34.3975516227
