phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6667452,out-call,1634,31.4457151645,34.4057242793
050-6623247,out-call,94,31.412774432,34.3689747035
050-6892020,out-call,40,31.4719634285,34.4309776002
050-1116525,out-call,2004,31.4272322737,34.3817863148
050-8063658,out-call,2371,31.4335104643,34.3931070645
050-6594092,in-call,99,31.4545191487,34.4177904528
050-3301906,in-call,20,31.4761378232,34.4378576906
050-5468775,out-call,77,31.4188562952,34.3795541271
050-4869106,in-call,1073,31.4199562423,34.3767370514
050-3537971,out-call,2493,31.4254027799,34.391891895
050-9858581,out-call,2779,31.459612986,34.4281188883
050-5417714,in-call,87,31.4530212742,34.3944240932
050-1752480,in-call,547,31.3869208185,34.343268995
050-4913197,out-call,1381,31.4337895459,34.3888146641
