phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4431963,out-call,1682,31.4031906299,34.3788239843
050-5314023,out-call,2043,31.461330793,34.4341972498
050-1701523,out-call,66,31.4204570439,34.3826655589
050-2396549,out-call,1131,31.4307931458,34.3925449471
050-9006169,in-call,3134,31.434851058,34.401840819
050-1590160,out-call,66,31.3701802489,34.3346886975
050-4293197,in-call,3560,31.4598030623,34.4137958724
050-9368309,in-call,119,31.4156336029,34.3823877206
050-5868750,out-call,35,31.4597496589,34.4325489307
050-4455505,in-call,101,31.436345543,34.3891446196
