phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9262343,out-call,705,31.4552687245,34.4032155454
050-1918286,out-call,38,31.4007659849,34.372811672
050-7331386,in-call,66,31.4376466573,34.4003028148
050-3804319,in-call,485,31.3963852806,34.3542818252
050-6967912,in-call,2261,31.4205577897,34.3988806601
050-5520098,out-call,3130,31.4061696795,34.372331168
050-4320000,in-call,1735,31.4221576392,34.3950266347
050-7191335,in-call,62,31.4276125091,34.3704361315
050-9752904,in-call,169,31.4410220365,34.3940584996
050-1005935,out-call,88,31.4713688168,34.4272623983
050-6466198,out-call,34,31.4342109539,34.3853974566
