phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1132919,out-call,186,31.4246829329,34.3787997151
050-2556944,in-call,2026,31.4221576392,34.3950266347
050-8338513,in-call,56,31.502199269,34.4577346331
050-7284497,in-call,34,31.450237889,34.4158146935
050-2450116,in-call,13,31.4465173193,34.4122422917
050-9547980,out-call,488,31.4458057701,34.4104810936
050-4811897,in-call,109,31.4345941561,34.3945352005
050-2395310,in-call,21,31.4517873642,34.4209702852
050-4415018,in-call,18,31.4038617473,34.3669814064
050-4963015,in-call,12,31.4519493249,34.3966629665
