phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-2000884,in-call,61,31.3982620241,34.3583174277
050-7767779,in-call,1126,31.4561552255,34.4219828852
050-7087488,in-call,437,31.449005883,34.4271312615
050-8765735,out-call,18,31.4917243496,34.4634960429
050-4951482,in-call,80,31.4279705896,34.3787156544
050-8904152,out-call,92,31.4124063416,34.3580280707
050-9955639,out-call,110,31.428942947,34.3982103655
050-9357544,out-call,108,31.4557757682,34.4071682006
050-6141412,in-call,21,31.369906395,34.3354880117
050-7192386,out-call,76,31.4282348917,34.3873877402
050-5076629,out-call,104,31.4419315621,34.4131719763
