phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7865237,in-call,2109,31.4592780224,34.4219717663
050-2067761,out-call,43,31.4428945653,34.3946849736
050-5897436,in-call,24,31.4268671773,34.401513062
050-1016678,out-call,2179,31.3786456769,34.3431572955
050-4637993,in-call,1443,31.4212339841,34.3843453445
050-3781995,out-call,1768,31.4401590558,34.3920173204
050-4021518,out-call,112,31.460567566,34.4107541242
050-9634443,in-call,1131,31.4082797905,34.3710520851
050-2696627,out-call,10,31.4827020764,34.4558619242
050-7315405,out-call,1316,31.4365865351,34.4099618405
050-1503636,out-call,1536,31.4786354778,34.4141242769
050-1193062,out-call,113,31.4320505646,34.3744274455
050-9950213,in-call,3141,31.4867840082,34.4637945441
