phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-4733794,out-call,49,31.4232698948,34.4015416209
050-1389331,in-call,418,31.4343755799,34.3796441597
050-4809611,in-call,1482,31.4091155999,34.3528915097
050-3282596,in-call,971,31.4392421433,34.3978114205
050-5740118,in-call,2995,31.4317323304,34.4007887232
050-5230067,in-call,2769,31.4718959239,34.4384191488
050-6632025,in-call,103,31.4227715121,34.3785117056
050-3045482,in-call,137,31.4410352241,34.4072544755
050-4563538,out-call,2321,31.4477559486,34.4174379229
050-3357596,out-call,1311,31.4411879112,34.3901674527
050-9611192,out-call,1291,31.4328293632,34.397457158
050-7829642,out-call,45,31.4286625298,34.3774556784
050-9644299,in-call,3272,31.4718959239,34.4384191488
050-5557525,in-call,263,31.4167125431,34.3631940616
