phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-8510293,in-call,2900,31.4129147332,34.366881325
050-9073164,out-call,437,31.4370428392,34.4005492049
050-4745572,in-call,2814,31.440518809,34.4033485483
050-6862731,out-call,2417,31.4230003434,34.3864093397
050-4155035,in-call,116,31.4301585842,34.3861334563
050-6798133,in-call,50,31.4449242082,34.4190590206
050-8373808,in-call,1078,31.4250561911,34.3936015202
050-5241963,out-call,53,31.4532164372,34.4226133086
050-8073722,out-call,789,31.4591735621,34.4186782211
050-3802129,out-call,2393,31.4049922108,34.3634288489
050-9190117,out-call,92,31.437081675,34.3970456168
