phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9398609,out-call,1801,31.4455113899,34.3906564864
050-9820166,out-call,1213,31.3891413787,34.3339488626
050-2543908,out-call,536,31.4696516097,34.4423898698
050-1048953,out-call,3247,31.4147812317,34.3687515747
050-2499392,in-call,49,31.4625763205,34.4366776199
050-1867297,out-call,1246,31.4083885756,34.3647098357
050-3597727,out-call,85,31.4668434485,34.429151034
050-2302700,in-call,24,31.4041511381,34.3608325847
050-8059886,in-call,37,31.4385560448,34.3883994159
050-1839052,out-call,3075,31.5102885619,34.4806591244
