phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5714071,out-call,2823,31.4815222942,34.4476623283
050-5267107,in-call,1299,33.8840025849,35.5123624905
050-6749343,out-call,86,31.4892657295,34.4628460077
050-1695844,out-call,3575,31.4367055518,34.4056428987
050-8028395,in-call,101,31.4346340935,34.3922150047
050-8567089,out-call,118,33.8783683217,35.5107150558
050-6571652,in-call,25,31.4377213336,34.391219961
050-7864094,in-call,1457,31.4917994291,34.4581984762
050-6406097,in-call,1704,33.8821755324,35.5073248231
050-5428043,out-call,2951,33.8801840494,35.5093123044
050-2360753,in-call,19,31.4487992918,34.4019854851
050-1496485,in-call,116,33.8854169094,35.5070794602
050-2531250,out-call,947,31.4544557455,34.4193507941
050-9340010,in-call,85,31.4284910165,34.3861927999
050-6711676,in-call,68,31.4363204158,34.3945276022
