phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5465044,out-call,1038,31.4308724599,34.3672467676
050-2793505,in-call,91,31.4328667185,34.4082833473
050-6845091,in-call,1571,31.4281082744,34.3885833567
050-6904600,in-call,1451,31.4915495782,34.4529484383
050-8800688,out-call,115,31.4241705006,34.385947926
050-2705760,in-call,971,33.8854461623,35.5181321409
050-2838632,in-call,1008,33.8772696844,35.5097200845
050-5321200,out-call,56,31.4251579949,34.3960220281
050-7843164,in-call,44,33.8850751284,35.5100084103
050-4317333,in-call,59,31.4501894203,34.4126437306
050-4865201,out-call,153,31.4065380319,34.3598982536
050-1818918,out-call,111,31.4673947564,34.4336109404
050-4846366,out-call,3374,33.8823838672,35.511544694
