phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6006874,out-call,48,31.4992857007,34.4602892955
050-2883555,in-call,491,31.4053579402,34.3417652246
050-2128617,out-call,3233,31.4449086035,34.4081312361
050-7840849,out-call,66,31.4717358617,34.427360914
050-1987862,out-call,1893,31.4300990863,34.3797422535
050-9024144,out-call,908,31.4332909698,34.3832121953
050-5326280,in-call,1718,31.4655627514,34.4209702962
050-6387236,in-call,74,31.4354369431,34.3951967706
050-1072831,in-call,1302,31.4600007229,34.4355511295
050-2090142,out-call,19,31.4083885756,34.3647098357
050-7956008,in-call,73,31.4569820014,34.4248372678
050-4087858,in-call,51,31.4244062941,34.3964964767
050-3489745,out-call,472,31.4601196803,34.4234780926
050-2467930,in-call,23,31.4448379635,34.4040020601
050-7004604,out-call,90,31.4504658167,34.3900164687
