phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1262128,out-call,67,33.8795952589,35.5085762376
050-3820030,out-call,989,31.4122136101,34.3803024807
050-5496072,in-call,120,31.3624475017,34.3151736981
050-4788228,in-call,10,31.3877126108,34.3512846306
050-9781224,in-call,3561,31.4219480519,34.3784227691
050-9509225,out-call,3333,31.4377249688,34.39888128
050-4208102,in-call,119,31.4337066543,34.3898289074
050-6191761,in-call,49,31.4039715115,34.3654620289
050-9200954,out-call,15,31.4438996873,34.4045806959
050-4162176,in-call,51,31.414508672,34.3803116307
050-6987079,in-call,45,31.4927285937,34.4452204685
050-1322024,out-call,2641,31.4649650452,34.4148249412
050-8029906,in-call,850,31.4675590781,34.4258104476
050-4687695,out-call,74,31.409556365,34.3719352051
050-6922627,in-call,645,31.4569254932,34.4384445645
050-3863533,in-call,1585,31.4558011353,34.4132008204
