phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9706582,in-call,3536,31.4355013547,34.4092187634
050-2893858,out-call,27,31.4517060145,34.4186367319
050-8120350,out-call,1760,31.4256468626,34.4008256557
050-7134333,out-call,824,31.4332909698,34.3832121953
050-8384974,out-call,3499,31.3792461418,34.336532123
050-8462333,out-call,84,31.439151596,34.4102819532
050-9906231,in-call,3155,31.4338988379,34.389212739
050-2156074,out-call,3467,31.4328054019,34.3939323452
050-4602671,out-call,2287,31.4620702612,34.4078180243
050-6298684,out-call,1650,31.4323253378,34.405272548
050-7656306,in-call,546,31.4714561381,34.442378625
050-2875722,in-call,2731,31.4452668739,34.4125530887
