phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7405715,out-call,62,31.4680124906,34.4126409046
050-1537324,in-call,1235,31.4268099838,34.3805186172
050-2435442,out-call,40,31.4552705269,34.4258622912
050-1403288,out-call,30,31.4233171343,34.3748826761
050-4478378,in-call,110,31.4138112452,34.3886220316
050-1065178,out-call,21,31.4302800947,34.3985248286
050-4716038,out-call,495,31.431961465,34.3907191248
050-8310996,in-call,94,31.4574880494,34.4111787686
050-1598524,out-call,2868,31.468369841,34.4302471863
050-7435116,out-call,109,31.4467729165,34.4073754885
050-3080938,out-call,52,31.4251599641,34.384419532
050-6690780,in-call,29,31.433495591,34.4003410207
