phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1446402,out-call,2428,31.4153313271,34.3846953079
050-5412080,in-call,2782,31.4545277388,34.4193947467
050-2042452,in-call,1535,31.4293170494,34.4007217759
050-2564670,out-call,1490,31.4459275822,34.4147254406
050-6749800,out-call,67,31.444635983,34.4024560477
050-3542014,out-call,2466,31.4752984711,34.4387512024
050-4516327,out-call,340,31.4547367659,34.4135136819
050-1914769,in-call,3597,31.3985992602,34.353181399
050-6398457,out-call,112,31.4053668161,34.3654539387
050-7532398,out-call,825,31.4576989289,34.4174139182
050-4893219,in-call,1255,31.4325739891,34.3874584944
050-8850983,in-call,20,31.4587017149,34.4074920894
050-5442267,in-call,48,31.3921069395,34.3501211462
050-8427636,in-call,2315,31.4451062612,34.4117725909
