phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5908820,in-call,40,33.8826872497,35.5144650305
050-8401639,out-call,115,31.4354418156,34.3954987633
050-2213331,out-call,86,33.8816950029,35.5118395414
050-8226756,in-call,273,33.87616732,35.5017791612
050-3313582,out-call,710,31.4261246896,34.3753694794
050-3669635,out-call,3581,33.8784852614,35.5023893013
050-1292368,in-call,1514,33.8795948534,35.506145668
050-4763569,out-call,64,31.4048881021,34.3834245185
050-2092521,in-call,1505,33.8794400355,35.5109208344
050-8007028,in-call,1166,33.8789959417,35.503635955
050-4520154,in-call,3523,31.5075203858,34.4935399128
050-3905991,in-call,690,31.4492703639,34.3922897691
050-7038805,in-call,67,33.8922807,35.5140145909
050-9572127,out-call,69,31.4359701877,34.4157292492
050-6991098,out-call,3216,31.4459275822,34.4147254406
