phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-1520448,in-call,42,33.8839191102,35.5114548111
050-8358013,out-call,447,31.4547191626,34.4199066315
050-9702996,in-call,2287,31.4569820014,34.4248372678
050-8028361,out-call,560,31.5174861035,34.4893179448
050-6599496,out-call,27,31.4306594897,34.3805390564
050-4315529,out-call,3344,31.501754775,34.4570106307
050-4713797,in-call,1607,31.4167125431,34.3631940616
050-2896282,out-call,1165,31.4432385791,34.3799117204
050-8293523,out-call,119,31.4400699034,34.4030829952
050-1428048,out-call,16,31.4250561911,34.3936015202
050-9871539,in-call,71,31.4409891942,34.3921712747
050-6795346,in-call,1086,31.4329729957,34.3909285597
