phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7921810,in-call,119,31.4720918157,34.4320823747
050-7902224,in-call,105,33.8808529375,35.5068620617
050-8742258,out-call,1821,31.4596384891,34.4316162723
050-5377477,in-call,41,33.8860673105,35.5090799215
050-5413000,in-call,26,31.4341669301,34.3950731923
050-4799713,out-call,38,33.8826813299,35.5117579945
050-2426929,out-call,2639,31.4215735703,34.374472022
050-1090951,out-call,41,31.4719634285,34.4309776002
050-6183975,out-call,2497,31.4419863974,34.4203396461
050-9189090,out-call,34,33.8857114208,35.5096076398
