phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-7497881,in-call,1115,31.4124361953,34.3656169814
050-8044260,in-call,71,31.4474447045,34.39935477
050-2393087,in-call,14,31.3953101605,34.3500296905
050-3837802,out-call,1346,31.4588345891,34.4296940714
050-6863898,out-call,2690,31.3996115174,34.3508174634
050-4176269,out-call,21,31.4072921729,34.3707631859
050-9522726,out-call,15,31.4156721541,34.3759124
050-3108018,out-call,496,31.4108223989,34.3863385183
050-1862169,in-call,99,31.465231238,34.4043902905
050-7649442,out-call,246,31.4343403049,34.3970889603
050-6915120,out-call,82,31.4111052375,34.3702720923
050-8057580,out-call,107,31.4486988646,34.411935309
050-1218151,in-call,730,31.4496923222,34.4151606814
