phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-5874794,in-call,96,31.4730811325,34.446281917
050-9587789,out-call,1739,31.4184702969,34.3780082345
050-8243190,out-call,85,31.4662732252,34.4311797416
050-5809555,out-call,44,31.4541708716,34.4053325431
050-3611452,in-call,1449,31.4066523884,34.3833174133
050-9864517,in-call,92,31.4497031164,34.396978539
050-9424312,in-call,248,31.4595953748,34.4264903938
050-1602893,out-call,2890,31.4206676215,34.3811472951
050-5496045,out-call,86,31.4343366261,34.3863326665
050-9692957,out-call,105,31.4298497226,34.3915761836
050-5940892,out-call,78,31.4243400359,34.4075553957
