phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-9800545,out-call,2318,31.4363204158,34.3945276022
050-9146066,in-call,97,31.4415679327,34.4092145981
050-4681067,in-call,232,31.4234617304,34.3585284665
050-2950514,in-call,926,31.4711455202,34.4342293982
050-5079303,in-call,3597,31.4278048917,34.3823142979
050-3088498,in-call,84,31.3923250456,34.364080403
050-2662994,out-call,86,31.4412939243,34.4020883983
050-5573549,in-call,2641,31.4188766401,34.3726467657
050-3357831,in-call,10,31.4288866458,34.4195447756
050-6649191,in-call,54,31.4720918157,34.4320823747
050-9848624,in-call,22,31.4360976126,34.3991730018
050-8652567,in-call,48,31.4458957423,34.4261453587
050-4473417,out-call,70,31.4933155332,34.4651070372
