phone_number,call_type,call_duration,call_location_longitude,call_location_latitude
050-6382509,out-call,25,31.4591761779,34.423550034
050-1764753,out-call,715,31.4280775846,34.3973884225
050-1670852,out-call,108,31.4237401795,34.3903471742
050-7919262,out-call,1185,31.4413035326,34.401937935
050-7009781,in-call,1448,31.4014824247,34.3489007758
050-7205030,in-call,101,31.4033944981,34.3676235338
050-6019361,in-call,60,31.4806965995,34.4567818253
050-9456679,out-call,90,31.439986973,34.3994377867
050-8371855,in-call,112,31.4145215491,34.3754614768
050-3813627,in-call,47,31.441776645,34.3955158486
050-6226143,in-call,63,31.4658315692,34.4160699081
050-6846891,out-call,13,31.4453452929,34.4271748603
050-2842173,in-call,2477,31.4270379387,34.3780817656
